T-MDA;4d_netMaker_3o_10000n_1amin_10amax_20i_1s_scorr_79134.gr;8326;5528;60708;60708;798;0.1151;2.42;1175
T-MDA;4d_netMaker_3o_10000n_1amin_10amax_20i_1s_scorr_79134.gr;4543;5005;82029;82029;374;0.1023;2.67;1284
T-MDA;4d_netMaker_3o_10000n_1amin_10amax_20i_1s_scorr_79134.gr;3311;1812;101188;101188;1365;0.2270;3.34;1827
T-MDA;4d_netMaker_3o_10000n_1amin_10amax_20i_1s_scorr_79134.gr;6160;6000;86354;86354;1172;0.1746;3.55;2108
T-MDA;4d_netMaker_3o_10000n_1amin_10amax_20i_1s_scorr_79134.gr;6416;5350;117110;117110;1484;0.2348;4.73;2413
T-MDA;4d_netMaker_3o_10000n_1amin_10amax_20i_1s_scorr_79134.gr;3578;9938;144551;144551;1454;0.4136;4.25;2553
T-MDA;4d_netMaker_3o_10000n_1amin_10amax_20i_1s_scorr_79134.gr;9552;6075;163878;163878;1149;0.3712;7.11;2881
T-MDA;4d_netMaker_3o_10000n_1amin_10amax_20i_1s_scorr_79134.gr;9970;7212;21083;21083;210;0.0186;2.84;1601
T-MDA;4d_netMaker_3o_10000n_1amin_10amax_20i_1s_scorr_79134.gr;6144;4550;160252;160252;1484;0.3608;3.77;1932
T-MDA;4d_netMaker_3o_10000n_1amin_10amax_20i_1s_scorr_79134.gr;2951;8254;460772;460772;2212;1.2557;10.60;4338
T-MDA;4d_netMaker_3o_10000n_1amin_10amax_20i_1s_scorr_79134.gr;8019;8868;84267;84267;1003;0.1180;5.64;2150
T-MDA;4d_netMaker_3o_10000n_1amin_10amax_20i_1s_scorr_79134.gr;2660;7057;65485;65485;494;0.0635;4.70;2753
T-MDA;4d_netMaker_3o_10000n_1amin_10amax_20i_1s_scorr_79134.gr;3367;8127;75834;75834;475;0.0847;6.07;3638
T-MDA;4d_netMaker_3o_10000n_1amin_10amax_20i_1s_scorr_79134.gr;2327;4574;289162;289162;1783;0.8317;7.33;3361
T-MDA;4d_netMaker_3o_10000n_1amin_10amax_20i_1s_scorr_79134.gr;5608;2365;120986;120986;1078;0.1957;3.61;2267
T-MDA;4d_netMaker_3o_10000n_1amin_10amax_20i_1s_scorr_79134.gr;4192;4488;380944;380944;1639;1.0111;14.16;4964
T-MDA;4d_netMaker_3o_10000n_1amin_10amax_50i_1s_scorr_442970.gr;9339;3321;54076;54076;433;0.0563;3.45;1954
T-MDA;4d_netMaker_3o_10000n_1amin_10amax_20i_1s_scorr_79134.gr;4120;6782;297379;297379;1918;0.9629;6.36;2979
T-MDA;4d_netMaker_3o_10000n_1amin_10amax_20i_1s_scorr_79134.gr;3982;2792;434708;434708;1714;0.9013;16.56;4991
T-MDA;4d_netMaker_3o_10000n_1amin_10amax_50i_1s_scorr_442970.gr;8368;2669;180206;180206;538;0.2464;8.02;4284
T-MDA;4d_netMaker_3o_10000n_1amin_10amax_50i_1s_scorr_442970.gr;6661;3263;37886;37886;400;0.0443;2.38;640
T-MDA;4d_netMaker_3o_10000n_1amin_10amax_20i_1s_scorr_79134.gr;532;1834;413658;413658;4113;2.6162;6.48;3223
T-MDA;4d_netMaker_3o_10000n_1amin_10amax_50i_1s_scorr_442970.gr;6383;3230;135354;135354;929;0.2956;4.59;3246
T-MDA;4d_netMaker_3o_10000n_1amin_10amax_50i_1s_scorr_442970.gr;8600;5333;98987;98987;601;0.1866;3.79;2683
T-MDA;4d_netMaker_3o_10000n_1amin_10amax_50i_1s_scorr_442970.gr;6511;6546;76;76;13;0.0000;1.46;23
T-MDA;4d_netMaker_3o_10000n_1amin_10amax_20i_1s_scorr_79134.gr;7796;4088;455994;455994;2388;1.7257;7.88;3237
T-MDA;4d_netMaker_3o_10000n_1amin_10amax_50i_1s_scorr_442970.gr;8454;4227;56201;56201;578;0.0744;2.36;1495
T-MDA;4d_netMaker_3o_10000n_1amin_10amax_50i_1s_scorr_442970.gr;4269;9396;49834;49834;226;0.0628;3.01;1356
T-MDA;4d_netMaker_3o_10000n_1amin_10amax_50i_1s_scorr_442970.gr;9026;5008;388980;388980;1402;1.4510;10.22;5262
T-MDA;4d_netMaker_3o_10000n_1amin_10amax_50i_1s_scorr_442970.gr;5124;2768;106155;106155;294;0.1751;7.76;4926
T-MDA;4d_netMaker_3o_10000n_1amin_10amax_50i_1s_scorr_442970.gr;4257;7558;38717;38717;425;0.0492;2.43;1503
T-MDA;4d_netMaker_3o_10000n_1amin_10amax_50i_1s_scorr_442970.gr;500;9895;133866;133866;529;0.2651;5.21;2798
T-MDA;4d_netMaker_3o_10000n_1amin_10amax_50i_1s_scorr_442970.gr;9240;4537;58099;58099;526;0.0761;2.58;1105
T-MDA;4d_netMaker_3o_10000n_1amin_10amax_50i_1s_scorr_442970.gr;8369;578;82045;82045;464;0.1084;4.26;2566
T-MDA;4d_netMaker_3o_10000n_1amin_10amax_50i_1s_scorr_442970.gr;4012;7290;28280;28280;465;0.0264;2.31;2068
T-MDA;4d_netMaker_3o_10000n_1amin_10amax_50i_1s_scorr_442970.gr;6968;2128;41719;41719;252;0.0536;2.08;1033
T-MDA;4d_netMaker_3o_10000n_1amin_10amax_50i_1s_scorr_442970.gr;9326;3991;129043;129043;1526;0.3357;3.86;2409
T-MDA;4d_netMaker_3o_10000n_1amin_10amax_50i_1s_scorr_442970.gr;5218;4461;35529;35529;678;0.0386;2.76;1557
T-MDA;4d_netMaker_3o_10000n_1amin_10amax_50i_1s_scorr_442970.gr;1466;9297;174602;174602;851;0.3198;4.68;3312
T-MDA;4d_netMaker_3o_10000n_1amin_10amax_50i_1s_scorr_442970.gr;154;9315;170438;170438;891;0.4926;4.02;3676
T-MDA;4d_netMaker_3o_10000n_1amin_20amax_20i_1s_scorr_86119.gr;856;2111;490427;490427;327;2.3624;84.67;5322
T-MDA;4d_netMaker_3o_10000n_1amin_20amax_20i_1s_scorr_86119.gr;2754;4676;657494;657494;2097;4.8184;48.46;4017
T-MDA;4d_netMaker_3o_10000n_1amin_20amax_20i_1s_scorr_86119.gr;9785;3218;881963;881963;1584;5.8634;47.08;3536
T-MDA;4d_netMaker_3o_10000n_1amin_20amax_50i_1s_scorr_945818.gr;3987;9879;1167157;1167157;1111;7.9519;68.38;6925
T-MDA;4d_netMaker_3o_10000n_1amin_20amax_20i_1s_scorr_86119.gr;6659;4610;1301156;1301156;4539;14.7243;35.55;3600
T-MDA;4d_netMaker_3o_10000n_1amin_20amax_20i_1s_scorr_86119.gr;4437;3373;2067625;2067625;4521;19.0748;81.74;5157
T-MDA;4d_netMaker_3o_10000n_1amin_20amax_50i_1s_scorr_945818.gr;6055;3678;635904;635904;2197;5.0502;20.64;3936
T-MDA;4d_netMaker_3o_10000n_1amin_20amax_50i_1s_scorr_945818.gr;3334;6202;1406608;1406608;3603;17.9601;73.45;7294
T-MDA;4d_netMaker_3o_10000n_1amin_20amax_50i_1s_scorr_945818.gr;9510;8576;1265899;1265899;1727;11.5952;53.07;7228
T-MDA;4d_netMaker_3o_10000n_1amin_20amax_20i_1s_scorr_86119.gr;818;6250;2258534;2258534;8005;28.9663;55.32;4586
T-MDA;4d_netMaker_3o_10000n_1amin_20amax_50i_1s_scorr_945818.gr;9533;2149;1877431;1877431;5040;28.3970;80.02;6036
T-MDA;4d_netMaker_3o_10000n_1amin_20amax_50i_1s_scorr_945818.gr;4903;8057;755959;755959;1695;5.9402;38.28;5184
T-MDA;4d_netMaker_3o_10000n_1amin_20amax_20i_1s_scorr_86119.gr;3017;4667;1984664;1984664;5542;39.3431;67.60;4099
T-MDA;4d_netMaker_3o_10000n_1amin_20amax_50i_1s_scorr_945818.gr;614;5672;329031;329031;1302;1.7814;21.58;2582
T-MDA;4d_netMaker_3o_10000n_1amin_20amax_50i_1s_scorr_945818.gr;8307;4100;1464040;1464040;3323;16.8576;103.25;8322
T-MDA;4d_netMaker_3o_10000n_1amin_20amax_50i_1s_scorr_945818.gr;1657;8949;1301744;1301744;2701;14.0919;48.79;5641
T-MDA;4d_netMaker_3o_10000n_1amin_20amax_20i_1s_scorr_86119.gr;8925;159;3488191;3488191;6644;42.4714;172.53;7305
T-MDA;4d_netMaker_3o_10000n_1amin_20amax_50i_1s_scorr_945818.gr;9133;6112;681962;681962;2434;5.7260;19.11;4304
T-MDA;4d_netMaker_3o_10000n_1amin_20amax_50i_1s_scorr_945818.gr;4177;4263;1744;1744;112;0.0017;2.75;180
T-MDA;4d_netMaker_3o_10000n_1amin_20amax_20i_1s_scorr_86119.gr;4696;9099;2148954;2148954;5206;45.9473;65.69;4838
T-MDA;4d_netMaker_3o_10000n_1amin_20amax_50i_1s_scorr_945818.gr;2058;6102;317769;317769;1280;0.9593;16.10;3636
T-MDA;4d_netMaker_3o_10000n_1amin_20amax_50i_1s_scorr_945818.gr;2091;6497;424942;424942;472;1.6897;24.62;1984
T-MDA;4d_netMaker_3o_10000n_1amin_20amax_50i_1s_scorr_945818.gr;7129;4154;1113389;1113389;2469;8.2588;42.64;7088
T-MDA;4d_netMaker_3o_10000n_1amin_20amax_20i_1s_scorr_86119.gr;5676;239;3404434;3404434;9562;49.4412;179.15;7284
T-MDA;4d_netMaker_3o_10000n_1amin_20amax_50i_1s_scorr_945818.gr;3487;1960;1060112;1060112;1672;11.2801;61.95;6619
T-MDA;4d_netMaker_3o_10000n_1amin_20amax_20i_1s_scorr_86119.gr;3264;5295;4094358;4094358;6907;56.5416;176.61;7066
T-MDA;4d_netMaker_3o_10000n_1amin_20amax_20i_1s_scorr_86119.gr;6153;7532;3479231;3479231;5317;57.8566;224.81;7535
T-MDA;4d_netMaker_3o_10000n_1amin_20amax_50i_1s_scorr_945818.gr;4089;6695;1696019;1696019;2151;16.9209;60.80;6639
T-MDA;4d_netMaker_3o_10000n_1amin_20amax_50i_1s_scorr_945818.gr;3484;425;1537317;1537317;3881;16.7352;66.73;6807
T-MDA;4d_netMaker_3o_10000n_1amin_20amax_20i_1s_scorr_86119.gr;2064;571;2839918;2839918;14770;63.4278;94.35;5356
T-MDA;4d_netMaker_3o_10000n_1amin_20amax_20i_1s_scorr_86119.gr;7481;5382;3212305;3212305;10588;68.6351;128.01;6560
T-MDA;4d_netMaker_3o_10000n_1amin_20amax_20i_1s_scorr_86119.gr;3404;4191;2943208;2943208;7335;70.3578;75.91;4662
T-MDA;4d_netMaker_3o_10000n_1amin_20amax_50i_1s_scorr_945818.gr;1108;9393;2963868;2963868;4641;57.2545;107.56;8563
T-MDA;4d_netMaker_3o_10000n_1amin_20amax_20i_1s_scorr_86119.gr;7552;9628;3907657;3907657;16332;89.6505;142.80;7436
T-MDA;4d_netMaker_3o_10000n_1amin_20amax_50i_1s_scorr_945818.gr;3672;2809;3142837;3142837;6572;61.0694;114.48;8615
T-MDA;4d_netMaker_3o_10000n_1amin_20amax_20i_1s_scorr_86119.gr;6145;9971;4535075;4535075;5024;109.2764;160.52;6781
T-MDA;4d_netMaker_3o_10000n_1amin_40amax_20i_1s_scorr_675712.gr;1706;7204;2580557;2580557;7330;41.8219;104.30;5204
T-MDA;4d_netMaker_3o_10000n_1amin_40amax_20i_1s_scorr_675712.gr;3857;9639;3085141;3085141;15045;78.4077;188.13;5830
T-MDA;4d_netMaker_3o_10000n_1amin_20amax_20i_1s_scorr_86119.gr;8513;6921;5977322;5977322;7279;150.7199;183.10;7028
T-MDA;4d_netMaker_3o_10000n_1amin_20amax_50i_1s_scorr_945818.gr;5996;6449;3840260;3840260;12263;126.5975;148.68;9032
T-MDA;4d_netMaker_3o_10000n_1amin_20amax_20i_1s_scorr_86119.gr;3689;7335;6399642;6399642;6021;158.9536;206.78;7510
T-MDA;4d_netMaker_3o_10000n_5amin_10amax_20i_1s_scorr_797562.gr;5957;1270;46670;46670;840;0.1295;3.09;747
T-MDA;4d_netMaker_3o_10000n_5amin_10amax_20i_1s_scorr_797562.gr;2682;3181;722619;722619;2279;5.2155;20.80;4597
T-MDA;4d_netMaker_3o_10000n_5amin_10amax_20i_1s_scorr_797562.gr;8889;5358;113912;113912;726;0.2517;5.92;1726
T-MDA;4d_netMaker_3o_10000n_5amin_10amax_20i_1s_scorr_797562.gr;6605;2645;52132;52132;664;0.0795;5.17;1454
T-MDA;4d_netMaker_3o_10000n_1amin_40amax_20i_1s_scorr_675712.gr;377;2446;1495243;1495243;5843;12.8488;126.80;3516
T-MDA;4d_netMaker_3o_10000n_1amin_20amax_20i_1s_scorr_86119.gr;3875;6860;7252685;7252685;14074;167.7970;238.81;7634
T-MDA;4d_netMaker_3o_10000n_5amin_10amax_20i_1s_scorr_797562.gr;6074;9849;590917;590917;2003;2.2458;33.09;5660
T-MDA;4d_netMaker_3o_10000n_5amin_10amax_20i_1s_scorr_797562.gr;626;7087;271888;271888;1717;0.9457;8.44;2295
T-MDA;4d_netMaker_3o_10000n_5amin_10amax_20i_1s_scorr_797562.gr;7061;6959;52836;52836;2182;0.1686;3.91;1148
T-MDA;4d_netMaker_3o_10000n_5amin_10amax_20i_1s_scorr_797562.gr;1017;5162;940361;940361;2700;8.5884;20.30;4000
T-MDA;4d_netMaker_3o_10000n_5amin_10amax_20i_1s_scorr_797562.gr;6927;6377;855688;855688;2469;6.3402;18.42;4489
T-MDA;4d_netMaker_3o_10000n_5amin_10amax_20i_1s_scorr_797562.gr;5152;2389;428369;428369;1819;2.0852;28.70;5098
